"SlNo","ProductName",Store,MRP,"SellingPrice",Discount,"PriceChange","StockStatus",SKU,"ProductURL",Brand,Category,"SubCategory",Offers,Cashback,"ShippingTime","ShippingCharges",Warranty,"CrawlTime",Size,Rating,Reviews,Images,"ImageCount","ImageResolution"
1141352,"L'Oreal Paris Youth Code Dark Spot Correcting & Illuminating Serum Corrector, 1.0 Fluid Ounce",Amazon-US,19.99,19.97,0.1,0,"In Stock",,http://www.amazon.com/LOreal-Paris-Correcting-Illuminating-Corrector/dp/B0073ANH14,L'Oreal,"Skin Care",Treatments,,,,,,"4th Mar 2015 05:01:43","1.0 oz.",3.7,253,"http://ecx.images-amazon.com/images/I/31QSTfNAm1L.jpg, http://ecx.images-amazon.com/images/I/31QSTfNAm1L.jpg, http://ecx.images-amazon.com/images/I/41ZrdxMbFuL.jpg, http://ecx.images-amazon.com/images/I/417hsMAyd3L.jpg, http://ecx.images-amazon.com/images/I/41IDTynYfML.jpg, http://ecx.images-amazon.com/images/I/31vnGbTCAxL.jpg",6,"481x1500,481x1500,481x1500,481x1500,481x1500,481x1500"
1141352,"L'Oreal Youth Code Dark Spot Corrector, Dark Spots products from Face, Skin Care",CVS-US,24.99,24.99,0,0,"In Stock",,http://www.cvs.com/shop/product-detail/LOreal-Youth-Code-Dark-Spot-Corrector?skuId=870395,L'Oreal,"Skin Care",Treatments,,,,,,"4th Mar 2015 01:40:14","1 OZ",,,http://www.cvs.com/bizcontent/merchandising/productimages/large/7124921333.jpg,1,224x224
1141353,"Men's Expert Comfort Max SPF 15 Anti-Irritation After Shave Balm - L'Oreal Paris",LorealParisusa-US,7.99,7.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Mens-Expert-Comfort-Max-SPF-15-Anti-Irritation-After-Shave-Balm.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:55:57",,5,2,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Mens-Expert-Comfort-Max-SPF-15-Anti-Irritation-After-Shave-Balm/Comfort-Max-SPF-15-Anti-Irritation-After-Shave-Balm/SK12_2_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Mens-Expert-Comfort-Max-SPF-15-Anti-Irritation-After-Shave-Balm/Comfort-Max-SPF-15-Anti-Irritation-After-Shave-Balm/SK12_2_pack-shot.jpg",2,"300x300,300x300"
1141353,"L'oreal Men's Expert Comfort Max After Shave Balm Spf 15",CVS-US,6.99,6.99,0,0,"In Stock",,http://www.cvs.com/shop/l-oreal-men-s-expert-comfort-max-after-shave-balm-spf-15-skuid-313672,L'Oreal,"Skin Care",Moisturizers,,,,"FREE Shipping Eligible",,"4th Mar 2015 01:39:22","3.3 OZ",5.0,,http://www.cvs.com/bizcontent/merchandising/productimages/small/7124901771.jpg,1,128x224
1141354,"Age Perfect Night Cream - Age Spot Reducing Skin Care - L'Oreal Paris",LorealParisusa-US,17.99,17.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Age-Perfect-Night-Cream.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:56:53",,4.5,12,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Age-Perfect-Night-Cream/Night-Cream/SK4_2_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Age-Perfect-Night-Cream/Night-Cream/SK4_2_pack-shot.jpg",2,"300x300,300x300"
1141354,"L'oreal Dermo-Expertise Age Perfect Anti-Sagging And Ultra-Hydrating Night Cream, Anti-Aging products from Face, Skin Care",CVS-US,17.79,17.79,0,0,"In Stock",,http://www.cvs.com/shop/skin-care/face/anti-aging/l-oreal-dermo-expertise-age-perfect-anti-sagging-and-ultra-hydrating-night-cream-skuid-107131,L'Oreal,"Skin Care",Moisturizers,,,,"FREE Shipping Eligible",,"4th Mar 2015 01:38:46","2.5 OZ",4.9,,http://www.cvs.com/bizcontent/merchandising/productimages/small/7124905320.jpg,1,224x224
1141354,"L'Oreal Paris Age Perfect Night Cream, 2.5 Fluid Ounce",Amazon-US,13.99,10.99,21.44,0,"In Stock",,http://www.amazon.com/LOreal-Paris-Perfect-Night-Cream/dp/B000KPO99I,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 05:03:26","1 Pack",4.1,150,"http://ecx.images-amazon.com/images/I/91957L9Fk0L._SL1500_.jpg, http://ecx.images-amazon.com/images/I/51aOFBBHs6L.jpg, http://ecx.images-amazon.com/images/I/41NJbxtNmlL.jpg, http://ecx.images-amazon.com/images/I/51JHd1ssaqL.jpg, http://ecx.images-amazon.com/images/I/41b29l9qD2L.jpg, http://ecx.images-amazon.com/images/I/51gGjjzEpwL.jpg, http://ecx.images-amazon.com/images/I/51vOEB8LrSL.jpg, http://ecx.images-amazon.com/images/I/61g-hF5CD%2BL.jpg",8,"1184x1500,1184x1500,1184x1500,1184x1500,1184x1500,1184x1500,1184x1500,1184x1500"
1141355,"Ideal Moisture™ Normal Skin Day Lotion - Moisturizers By L'Oreal Paris",LorealParisusa-US,6.99,6.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Ideal-Moisture-Normal-Skin-Day-Lotion.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 06:02:55",,4,4,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Ideal-Moisture-Normal-Skin-Day-Lotion/Normal-Skin-Day-Lotion/SK28_6_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Ideal-Moisture-Normal-Skin-Day-Lotion/Normal-Skin-Day-Lotion/SK28_6_pack-shot.jpg",2,"300x300,300x300"
1141355,"L'Oreal Ideal Moisture 48 HR Hydration Normal Skin Day Lotion, Face Moisturizer products from Face, Skin Care",CVS-US,6.99,6.99,0,0,"In Stock",,http://www.cvs.com/shop/skin-care/face/face-moisturizer/l-oreal-ideal-moisture-48-hr-hydration-normal-skin-day-lotion-skuid-908898,L'Oreal,"Skin Care",Moisturizers,,,,"FREE Shipping Eligible",,"4th Mar 2015 01:39:01","4 OZ",5.0,,http://www.cvs.com/bizcontent/merchandising/productimages/small/7124923981.jpg,1,224x224
1141355,"""L'Oreal"" L'Oreal Paris Ideal Moisture Normal Skin Sunscreen Lotion, SPF 25, 4 fl oz",Walmart-US,6.97,6.97,0,0,"In Stock",,http://www.walmart.com/ip/L-Oreal-Paris-Ideal-Moisture-Normal-Skin-Sunscreen-Lotion-SPF-25-4-fl-oz/22218747,L'Oreal,"Skin Care",Moisturizers,,,,50,,"3rd Mar 2015 06:00:24",,4.5,16,http://i5.walmartimages.com/dfw/dce07b8c-d44b/k2-_333339ca-5da5-465c-9117-39b235e24075.v1.jpg,1,450x450
1141356,"Hydra-Renewal Continuous Moisture Cream - Dry Skin - L'Oreal Paris",LorealParisusa-US,8.59,8.59,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Hydra-Renewal-Continuous-Moisture-Cream.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 06:00:15",,4.71,14,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Hydra-Renewal-Continuous-Moisture-Cream/Continuous-Moisture-Cream/SK10_1_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Hydra-Renewal-Continuous-Moisture-Cream/Continuous-Moisture-Cream/SK10_1_pack-shot.jpg",2,"300x300,300x300"
1141356,"Here's how L'Oreal Paris Hydra-Renewal Continuous Moisture Cream, 1.7 Ounce",Amazon-US,6.97,6.97,0,0,"In Stock",,http://www.amazon.com/LOreal-Paris-Hydra-Renewal-Continuous-Moisture/dp/B00NQ2U7ZW,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 05:00:37","1.7 oz.",4.0,2,"http://ecx.images-amazon.com/images/I/41IfFjduODL._SL246_SX190_CR0, 0, 190, 246_.jpg, http://ecx.images-amazon.com/images/I/41IfFjduODL._SX38_SY50_CR, 0, 0, 38, 50_.jpg, http://ecx.images-amazon.com/images/I/516zvq0eOAL._SX38_SY50_CR, 0, 0, 38, 50_.jpg, http://ecx.images-amazon.com/images/I/51Kc%2BNnPC7L._SX38_SY50_CR, 0, 0, 38, 50_.jpg, http://ecx.images-amazon.com/images/I/41Vibv-SZSL._SX38_SY50_CR, 0, 0, 38, 50_.jpg, http://ecx.images-amazon.com/images/I/31bgj7wgdeL._SX38_SY50_CR, 0, 0, 38, 50_.jpg, http://ecx.images-amazon.com/images/I/51ak8JqbvmL._SX38_SY50_CR, 0, 0, 38, 50_.jpg",7,"1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500,1046x1500"
1141356,"""L'Oreal"" L'Oreal Hydra-Renewal Moisture Cream with Pro-Vitamin B5, 1.7 oz",Walmart-US,6.97,6.97,0,0,"In Stock",,http://www.walmart.com/ip/L-Oreal-Hydra-Renewal-Moisture-Cream-with-Pro-Vitamin-B5-1.7-oz/894540,L'Oreal,"Skin Care",Moisturizers,,,,50,,"3rd Mar 2015 06:00:27",,4.0,43,http://i5.walmartimages.com/dfw/dce07b8c-822d/k2-_71da27b5-7df6-4549-99ad-7c66ea65c274.v1.jpg,1,450x450
1141357,"Youth Code™ Texture Perfector Pore Vanisher™ - Treatments By L'Oreal Paris",LorealParisusa-US,24.99,24.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Treatments/Youth-Code-Texture-Perfector-Pore-Vanisher.aspx,L'Oreal,"Skin Care",Treatments,,,,,,"4th Mar 2015 06:00:07",,4.08,253,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Treatments/Youth-Code-Texture-Perfector-Pore-Vanisher/Texture-Perfector-Pore-Vanisher/SK25_14_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Treatments/Youth-Code-Texture-Perfector-Pore-Vanisher/Texture-Perfector-Pore-Vanisher/SK25_14_pack-shot.jpg",2,"300x300,300x300"
1141357,"""L'Oreal Paris"" L'Oreal Paris Youth Code Texture Perfector Pore Vanisher Cream, 1.4 fl oz",Walmart-US,19.97,19.97,0,0,"In Stock",,http://www.walmart.com/ip/L-Oreal-Paris-Youth-Code-Texture-Perfector-Pore-Vanisher-Cream-1.4-fl-oz/34208881,L'Oreal,"Skin Care",Treatments,,,,50,,"3rd Mar 2015 01:58:01",,4.0,261,http://i5.walmartimages.com/dfw/dce07b8c-8bed/k2-_4558ca7a-af92-4418-afb9-57ddce2f0c31.v1.jpg,1,450x450
1141357,"L'Oreal Youth Code Texture Perfector Pore Vanisher, Face Moisturizer products from Face, Skin Care",CVS-US,24.99,24.99,0,0,"In Stock",,http://www.cvs.com/shop/skin-care/face/face-moisturizer/l-oreal-youth-code-texture-perfector-pore-vanisher-skuid-949448,L'Oreal,"Skin Care",Treatments,,,,,,"4th Mar 2015 01:40:28","1.4 OZ",,,http://www.cvs.com/bizcontent/merchandising/productimages/large/7124924877.jpg,1,224x224
1141358,"Age Perfect Hydra-Nutrition Advanced Skin Repair Daily Serum - L'Oreal Paris",LorealParisusa-US,19.99,19.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Age-Perfect-Hydra-Nutrition-Advanced-Skin-Repair-Daily-Serum.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:55:44",,4.84,19,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Age-Perfect-Hydra-Nutrition-Advanced-Skin-Repair-Daily-Serum/Hydra-Nutrition-Advanced-Skin-Repair-Daily-Serum/SK5_7_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Age-Perfect-Hydra-Nutrition-Advanced-Skin-Repair-Daily-Serum/Hydra-Nutrition-Advanced-Skin-Repair-Daily-Serum/SK5_7_pack-shot.jpg",2,"300x300,300x300"
1141358,"L'Oreal Paris Age Perfect Hydra-Nutrition Advanced Skin Repair Daily Serum, 1.0 Fluid Ounce",Amazon-US,13.99,13.99,0,0,"In Stock",,http://www.amazon.com/LOreal-Paris-Perfect-Hydra-Nutrition-Advanced/dp/B005H1541C,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 05:01:50","1.0 oz.",4.3,65,"http://ecx.images-amazon.com/images/I/31wOvPMDCNL._SL246_SX190_CR0, 0, 190, 246_.jpg, http://ecx.images-amazon.com/images/I/31wOvPMDCNL.jpg, http://ecx.images-amazon.com/images/I/41ku2u4648L.jpg, http://ecx.images-amazon.com/images/I/41IiaeetjEL.jpg, http://ecx.images-amazon.com/images/I/41zhNlWQ02L.jpg, http://ecx.images-amazon.com/images/I/417U7tvYeQL.jpg, http://ecx.images-amazon.com/images/I/319dyXLPE8L.jpg",7,"466x1500,466x1500,466x1500,466x1500,466x1500,466x1500,466x1500"
1141358,"""L'Oréal Paris"" L'Oreal Paris Age Perfect Hydra Nutrition Serum For Mature Skin, 1 oz",Walmart-US,17.97,17.97,0,0,"In Stock",,http://www.walmart.com/ip/L-Oreal-Paris-Age-Perfect-Hydra-Nutrition-Serum-For-Mature-Skin-1-oz/19416449,L'Oreal,"Skin Care",Moisturizers,,,,50,,"3rd Mar 2015 01:58:30",,5.0,21,http://i5.walmartimages.com/dfw/dce07b8c-2efc/k2-_5cf5145c-c214-4d9d-ac1e-67086f43f27c.v1.jpg,1,450x450
1141358,"L'Oreal Age Perfection Advanced Skin Repair Daily Serum, Anti-Aging products from Face, Skin Care",CVS-US,20.99,20.99,0,0,"In Stock",,http://www.cvs.com/shop/skin-care/face/anti-aging/l-oreal-age-perfection-advanced-skin-repair-daily-serum-skuid-870403,L'Oreal,"Skin Care",Moisturizers,,,,"FREE Shipping Eligible",,"4th Mar 2015 01:39:13","1 OZ",0.0,,http://www.cvs.com/bizcontent/merchandising/productimages/small/7124922116.jpg,1,99x224
1141359,"Age Perfect ® Glow Renewal Day/Night Cream - Moisturizers By L'Oreal Paris",LorealParisusa-US,24.99,24.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Age-Perfect-Glow-Renewal-Day-Night-Cream.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 02:00:45",,4.9,10,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Age-Perfect-Glow-Renewal-Day-Night-Cream/Glow-Renewal-Day-Night-Cream/SK4_13_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Age-Perfect-Glow-Renewal-Day-Night-Cream/Glow-Renewal-Day-Night-Cream/SK4_13_pack-shot.jpg",2,"300x300,300x300"
1141359,"""L'Oreal Paris"" L'Oreal Paris Age Perfect Glow Renewal Replenishing Moisturizer Day/Night Cream, 1.7 oz",Walmart-US,19.97,19.97,0,0,"In Stock",,http://www.walmart.com/ip/L-Oreal-Paris-Age-Perfect-Glow-Renewal-Replenishing-Moisturizer-Day-Night-Cream-1.7-oz/26814452,L'Oreal,"Skin Care",Moisturizers,,,,50,,"3rd Mar 2015 01:57:50",,5.0,11,http://i5.walmartimages.com/dfw/dce07b8c-b04a/k2-_bb2db146-c577-4075-9aa4-4e2c6030a749.v1.jpg,1,450x450
1141359,"L'Oreal Age Perfect Hydra Nutrition Glow Renewal Day/Night Cream, Anti-Aging products from Face, Skin Care",CVS-US,24.99,24.99,0,0,"In Stock",,http://www.cvs.com/shop/skin-care/face/anti-aging/l-oreal-age-perfect-hydra-nutrition-glow-renewal-day-night-cream-skuid-930083,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:40:20","1 OZ",,,http://www.cvs.com/bizcontent/merchandising/productimages/large/7124925747.jpg,1,224x224
1141360,"RevitaLift Deep-Set Wrinkle Repair Night Creme - L'Oreal Paris",LorealParisusa-US,19.99,19.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/RevitaLift-Deep-Set-Wrinkle-Repair-Night-Creme.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:55:41",,3.47,15,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Deep-Set-Wrinkle-Repair-Night-Creme/Deep-Set-Wrinkle-Repair-Night-Creme/SK3_17_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Deep-Set-Wrinkle-Repair-Night-Creme/Deep-Set-Wrinkle-Repair-Night-Creme/SK3_17_pack-shot.jpg",2,"300x300,300x300"
1141360,"Here's how L'Oreal Paris RevitaLift Deep-Set Wrinkle Repair Night Lotion, 1.7 Fluid Ounce",Amazon-US,13.99,13.99,0,0,"In Stock",,http://www.amazon.com/LOreal-Paris-RevitaLift-Deep-Set-Wrinkle/dp/B00NQ2UG4O,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 05:01:20","1.7 oz.",,,"http://ecx.images-amazon.com/images/I/419KnH-Ns9L._SL246_SX190_CR0, 0, 190, 246_.jpg, http://ecx.images-amazon.com/images/I/419KnH-Ns9L._SX38_SY50_CR, 0, 0, 38, 50_.jpg, http://ecx.images-amazon.com/images/I/31gAeCagACL._SX38_SY50_CR, 0, 0, 38, 50_.jpg, http://ecx.images-amazon.com/images/I/41CXcfs0r1L._SX38_SY50_CR, 0, 0, 38, 50_.jpg, http://ecx.images-amazon.com/images/I/31OahW1VciL._SX38_SY50_CR, 0, 0, 38, 50_.jpg, http://ecx.images-amazon.com/images/I/31WVVRcWzRL._SX38_SY50_CR, 0, 0, 38, 50_.jpg, http://ecx.images-amazon.com/images/I/51Dnsq-eICL._SX38_SY50_CR, 0, 0, 38, 50_.jpg",7,"567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500,567x1500"
1141360,"Revitalift Intensive Deep-Set Wrinkle Repair Night Lotion, 1.7 fl oz",Walmart-US,17.97,17.97,0,0,"In Stock",,http://www.walmart.com/ip/Revitalift-Intensive-Deep-Set-Wrinkle-Repair-Night-Lotion-1.7-fl-oz/10996838,L'Oreal,"Skin Care",Moisturizers,,,,50,,"3rd Mar 2015 01:58:55",,3.5,16,http://i5.walmartimages.com/dfw/dce07b8c-7812/k2-_b4a0df68-7916-491f-abfa-77abada54627.v1.jpg,1,450x450
1141360,"L'Oreal Revitalift Deep Set Wrinkle Repair Night Lotion, Anti-Aging products from Face, Skin Care",CVS-US,19.99,19.99,0,0,"In Stock",,http://www.cvs.com/shop/skin-care/face/anti-aging/l-oreal-revitalift-deep-set-wrinkle-repair-night-lotion-skuid-473129,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:39:40","1.7 OZ",,,http://www.cvs.com/bizcontent/merchandising/productimages/large/7124915442.jpg,1,102x224
1141361,"Ideal Moisture™ Sensitive Skin Day Lotion SPF 25 - Moisturizers By L'Oreal Paris",LorealParisusa-US,6.99,6.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Ideal-Moisture-Sensitive-Skin-Day-Lotion-SPF-25.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:58:44",,4.17,12,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Ideal-Moisture-Sensitive-Skin-Day-Lotion-SPF-25/Sensitive-Skin-Day-Lotion-SPF-25/SK28_7_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Ideal-Moisture-Sensitive-Skin-Day-Lotion-SPF-25/Sensitive-Skin-Day-Lotion-SPF-25/SK28_7_pack-shot.jpg",2,"300x300,300x300"
1141361,"""L'Oreal"" L'Oreal Paris Ideal Moisture-Sensitive Skin Sunscreen Lotion, SPF 25, 4 fl oz",Walmart-US,6.97,6.97,0,0,"In Stock",,http://www.walmart.com/ip/L-Oreal-Paris-Ideal-Moisture-Sensitive-Skin-Sunscreen-Lotion-SPF-25-4-fl-oz/22218778,L'Oreal,"Skin Care",Moisturizers,,,,50,,"3rd Mar 2015 01:59:52",,4.5,19,http://i5.walmartimages.com/dfw/dce07b8c-597f/k2-_8ac8c94a-998f-472a-b6cc-7e517d9a43ac.v1.jpg,1,450x450
1141361,"L'Oreal Ideal Moisture 48 HR Hydration Sensitive Skin Day Lotion, Face Moisturizer products from Face, Skin Care",CVS-US,6.99,6.99,0,0,"In Stock",,http://www.cvs.com/shop/skin-care/face/face-moisturizer/l-oreal-ideal-moisture-48-hr-hydration-sensitive-skin-day-lotion-skuid-908902,L'Oreal,"Skin Care",Moisturizers,,,,"FREE Shipping Eligible",,"4th Mar 2015 01:39:10","4 OZ",4.0,,http://www.cvs.com/bizcontent/merchandising/productimages/small/7124923983.jpg,1,224x224
1141361,"L'Oreal Paris Ideal Moisture Day Lotion SPF 25, Sensitive Skin, 4.0 Fluid Ounce",Amazon-US,6.29,5.83,7.31,0,"In Stock",,http://www.amazon.com/LOreal-Paris-Moisture-Lotion-Sensitive/dp/B00AYDN0EG,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 05:01:13","4.0 oz.",4.1,29,"http://ecx.images-amazon.com/images/I/7192e5sn4sL._SL1500_.jpg, http://ecx.images-amazon.com/images/I/31yKOQ15buL.jpg, http://ecx.images-amazon.com/images/I/41rXL2O0NKL.jpg, http://ecx.images-amazon.com/images/I/51S3%2BPcl96L.jpg, http://ecx.images-amazon.com/images/I/41AYo5UVvVL.jpg, http://ecx.images-amazon.com/images/I/41O0K8REvEL.jpg",6,"575x1500,575x1500,575x1500,575x1500,575x1500,575x1500"
1141362,"Youth Code BB Cream Illuminator - Even Skin Tone - L'Oreal Paris",LorealParisusa-US,16.99,16.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Youth-Code-BB-Cream-Illuminator.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:55:36",,4.07,41,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Youth-Code-BB-Cream-Illuminator/Light/SK25_9_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Youth-Code-BB-Cream-Illuminator/Light/SK25_9_pack-shot.jpg",2,"300x300,300x300"
1141362,"""Youth Code BB Cream"" L'Oreal Paris Youth Code BB Cream Illuminator",Walmart-US,13.87,13.87,0,0,"Out Of Stock",,http://www.walmart.com/ip/L-Oreal-Paris-Youth-Code-BB-Cream-Illuminator/21062560,L'Oreal,"Skin Care",Moisturizers,,,,50,,"3rd Mar 2015 01:58:45",,4.0,53,http://i5.walmartimages.com/dfw/dce07b8c-4880/k2-_77d23c5b-7077-410f-83fd-9b818b7493fe.v1.jpg,1,450x450
1141363,"RevitaLift Deep-Set Wrinkle Repair SPF Day Lotion SPF 15 - L'Oreal Paris",LorealParisusa-US,19.99,19.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/RevitaLift-Deep-Set-Wrinkle-Repair-SPF-Day-Lotion-SPF-15.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:55:20",,3.42,24,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Deep-Set-Wrinkle-Repair-SPF-Day-Lotion-SPF-18/Deep-Set-Wrinkle-Repair-SPF-Day-Lotion-SPF-18/SK3_16_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Deep-Set-Wrinkle-Repair-SPF-Day-Lotion-SPF-18/Deep-Set-Wrinkle-Repair-SPF-Day-Lotion-SPF-18/SK3_16_pack-shot.jpg",2,"300x300,300x300"
1141363,"Revitalift Intensive Deep-Set Wrinkle Repair Day Lotion, 1.7 fl oz",Walmart-US,17.97,17.97,0,0,"In Stock",,http://www.walmart.com/ip/Revitalift-Intensive-Deep-Set-Wrinkle-Repair-Day-Lotion-1.7-fl-oz/10996839,L'Oreal,"Skin Care",Moisturizers,,,,50,,"3rd Mar 2015 01:58:23",,3.5,24,http://i5.walmartimages.com/dfw/dce07b8c-1899/k2-_73a1b78d-cadf-443d-a3cd-4ed198df7ed0.v1.jpg,1,450x450
1141363,"L'Oreal Day Lotion Deep-Set Wrinkle Repair SPF, Anti-Aging products from Face, Skin Care",CVS-US,19.99,19.99,0,0,"In Stock",,http://www.cvs.com/shop/skin-care/face/anti-aging/l-oreal-day-lotion-deep-set-wrinkle-repair-spf-skuid-473128,L'Oreal,"Skin Care",Moisturizers,,,,"FREE Shipping Eligible",,"4th Mar 2015 01:39:59","1.7 OZ",0.0,,http://www.cvs.com/bizcontent/merchandising/productimages/small/7124915443.jpg,1,100x224
1141364,"RevitaLift Anti-Wrinkle + Firming Face & Neck Contour Cream - L'Oreal Paris",LorealParisusa-US,17.99,17.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/RevitaLift-Anti-Wrinkle-Firming-Face-Neck-Contour-Cream.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:55:48",,4.69,13,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Anti-Wrinkle-Firming-Face-Neck-Contour-Cream/Anti-Wrinkle-Firming-Face-Neck-Contour-Cream/SK3_4_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Anti-Wrinkle-Firming-Face-Neck-Contour-Cream/Anti-Wrinkle-Firming-Face-Neck-Contour-Cream/SK3_4_pack-shot.jpg",2,"300x300,300x300"
